date,rules_only,rules_ml,hybrid
2023-11-15,1066540.1297400002,1033696.88139,1152809.8628600016
2023-11-16,1066585.3897400002,1032756.86139,1161428.4788600015
2023-11-17,1062965.3499000003,1029047.89139,1155272.3788600017
2023-11-20,1063521.3799000003,1031046.38139,1152143.7288600015
2023-11-21,1066240.6699,1030856.2313900001,1159059.5362700017
2023-11-22,1062725.6099000003,1028739.6113900001,1150629.2069500017
2023-11-23,1061600.1479800004,1028449.2713900001,1148812.0469500017
2023-11-24,1068058.56346,1031046.85487,1156042.0269500017
2023-11-28,1070891.78346,1035404.0148700001,1159934.0468700018
2023-11-29,1066833.28346,1031072.84487,1165360.9468700017
2023-11-30,1075717.9575800002,1034608.96487,1195788.2198100016
2023-12-01,1073742.85758,1034179.5248700001,1188351.139810002
2023-12-04,1075923.4375800001,1041329.38487,1194723.5529900019
2023-12-05,1071314.11032,1036803.52767,1193179.0421300018
2023-12-06,1069697.6003200002,1034636.2376700001,1183864.222130002
2023-12-07,1069554.44968,1034633.8776700001,1184697.8076900018
2023-12-08,1068712.12818,1035480.08277,1154034.281530002
2023-12-11,1071022.48818,1037969.62277,1154028.3676700022
2023-12-12,1070586.47818,1037256.9627700001,1152328.487670002
2023-12-13,1070284.45818,1037228.57277,1165924.8676700022
2023-12-14,1078007.35818,1044120.64277,1170425.657670002
2023-12-15,1075966.20818,1042125.47277,1153688.643340002
2023-12-18,1081569.47818,1044713.33277,1157407.970930002
2023-12-19,1081356.75158,1044153.37897,1168026.070930002
2023-12-20,1067390.38158,1036037.51897,1132833.434610002
2023-12-21,1072469.2115800001,1038188.62897,1154078.398080002
2023-12-22,1075889.09158,1039680.88897,1152422.7580800022
2023-12-26,1079826.87158,1040646.0989699999,1164305.9780800021
2023-12-27,1080899.14158,1040735.17897,1161379.9480800023
2023-12-28,1082739.15158,1042309.92897,1190716.4730600023
2023-12-29,1085610.6902,1044633.0189700001,1197872.933060002
2024-01-01,1090501.7802,1049387.47897,1060513.3187400023
2024-01-02,1101123.58586,1055170.1606400001,1066896.2787400023
2024-01-03,1114214.31586,1067557.6506400001,1079438.3254900023
