date,rules_only,rules_ml,hybrid
2023-12-14,1078007.35818,1317134.6399999985,1317134.6399999985
2023-12-15,1075966.20818,1317134.6399999985,1317134.6399999985
2023-12-18,1081569.47818,1337845.1499999985,1337845.1499999985
2023-12-19,1081356.75158,1337845.1499999985,1337845.1499999985
2023-12-20,1067390.38158,1322519.7499999986,1322519.7499999986
2023-12-21,1072469.21158,1322519.7499999986,1322519.7499999986
2023-12-22,1075889.09158,1322519.7499999986,1322519.7499999986
2023-12-25,1000000.0,1322519.7499999986,1322519.7499999986
2023-12-26,1079826.87158,1322519.7499999986,1322519.7499999986
2023-12-27,1080899.14158,1322519.7499999986,1322519.7499999986
2023-12-28,1082739.15158,1322519.7499999986,1322519.7499999986
2023-12-29,1085610.6902,1322111.3399999987,1322111.3399999987
2024-01-01,1090501.7802,1322111.3399999987,1322111.3399999987
2024-01-02,1101123.58586,1351469.6599999988,1351469.6599999988
2024-01-03,1114214.31586,1410442.559999999,1410442.559999999
2024-01-04,1113385.7588999998,1410442.559999999,1410442.559999999
2024-01-05,1123078.4289,1410442.559999999,1410442.559999999
2024-01-08,1115569.3105,1410442.559999999,1410442.559999999
2024-01-09,1119221.1905,1410301.6799999988,1410301.6799999988
2024-01-10,1121407.7705,1410301.6799999988,1410301.6799999988
2024-01-11,1123504.02066,1410301.6799999988,1410301.6799999988
2024-01-12,1123658.62738,1410301.6799999988,1410301.6799999988
2024-01-15,1131322.96738,1410301.6799999988,1410301.6799999988
2024-01-16,1130137.0135,1410301.6799999988,1410301.6799999988
2024-01-17,1126198.5135,1410301.6799999988,1410301.6799999988
2024-01-18,1124812.7535,1410301.6799999988,1410301.6799999988
2024-01-19,1125722.2335,1412052.9299999988,1412052.9299999988
2024-01-22,1000000.0,1412052.9299999988,1412052.9299999988
2024-01-23,1136247.5135,1412052.9299999988,1412052.9299999988
2024-01-24,1159104.3835,1404631.6999999988,1404631.6999999988
2024-01-25,1167896.8835,1393748.2299999988,1393748.2299999988
2024-01-26,1000000.0,1393748.2299999988,1393748.2299999988
2024-01-29,1178630.9106,1393748.2299999988,1393748.2299999988
2024-01-30,1167828.3306,1393748.2299999988,1393748.2299999988
2024-01-31,1188426.52495,1393748.2299999988,1393748.2299999988
2024-02-01,1194191.5349500002,1459674.3799999987,1459674.3799999987
2024-02-02,1176229.23838,1516861.2299999988,1516861.2299999988
2024-02-05,1175223.11164,1508315.5399999989,1508315.5399999989
2024-02-06,1189845.07845,1508315.5399999989,1508315.5399999989
2024-02-07,1198886.83905,1508315.5399999989,1508315.5399999989
2024-02-08,1187176.22905,1508315.5399999989,1508315.5399999989
2024-02-09,1177851.45485,1508315.5399999989,1508315.5399999989
2024-02-12,1156752.58491,1495399.319999999,1495399.319999999
2024-02-13,1154151.39491,1472431.339999999,1472431.339999999
2024-02-14,1152335.71491,1472431.339999999,1472431.339999999
2024-02-15,1148997.45031,1472431.339999999,1472431.339999999
2024-02-16,1159999.44031,1472431.339999999,1472431.339999999
2024-02-19,1164818.61771,1498483.429999999,1498483.429999999
2024-02-20,1160390.39771,1498483.429999999,1498483.429999999
2024-02-21,1146627.62771,1498483.429999999,1498483.429999999
2024-02-22,1146795.45325,1493699.779999999,1493699.779999999
2024-02-23,1146126.26375,1522173.219999999,1522173.219999999
2024-02-26,1141504.00855,1522173.219999999,1522173.219999999
2024-02-27,1135356.21187,1522173.219999999,1522173.219999999
2024-02-28,1125101.68187,1522173.219999999,1522173.219999999
2024-02-29,1123701.2652600002,1522173.219999999,1522173.219999999
